[4, 6, 1, 6, 2, 0, 9, 4, 5, 2, 2, 8, 1, 6, 8]
[6, 1, 6, 2, 0, 9, 4, 5, 2, 2, 8, 1, 6, 8, 5]
[1, 6, 2, 0, 9, 4, 5, 2, 2, 8, 1, 6, 8, 5, 6]
[6, 2, 0, 9, 4, 5, 2, 2, 8, 1, 6, 8, 5, 6, 6]
[2, 0, 9, 4, 5, 2, 2, 8, 1, 6, 8, 5, 6, 6, 6]
[0, 9, 4, 5, 2, 2, 8, 1, 6, 8, 5, 6, 6, 6, 9]
[9, 4, 5, 2, 2, 8, 1, 6, 8, 5, 6, 6, 6, 9, 7]
[4, 5, 2, 2, 8, 1, 6, 8, 5, 6, 6, 6, 9, 7, 6]
[5, 2, 2, 8, 1, 6, 8, 5, 6, 6, 6, 9, 7, 6, 6]
[2, 2, 8, 1, 6, 8, 5, 6, 6, 6, 9, 7, 6, 6, 7]
